	Human	Haecon	Lv_support	SupportedBy	Identity	e_val
30844	NP_001310904.1	XGW32561.1	1	['B']	44.796	1.0999999999999999e-48
30845	NP_001310904.1	XGW32563.1	1	['B']	44.796	5.3e-49
30846	NP_001310904.1	XGW31432.1	1	['B']	40.408	1.25e-57
30847	NP_001310904.1	XGW31431.1	1	['B']	40.408	1.2700000000000001e-57
30848	NP_001265521.1	XGW26899.1	1	['B']	0.0	0.0
30849	NP_938148.1	XGW01324.1	3	['O', 'S', 'B']	44.887	0.0
30850	NP_938148.1	XGW01325.1	3	['O', 'S', 'B']	44.887	0.0
30851	NP_938148.1	XGW01323.1	3	['O', 'S', 'B']	45.267	0.0
30852	NP_938148.1	XGW33728.1	1	['B']	35.102	2.2199999999999999e-41
30853	NP_997512.1	XGW18439.1	3	['O', 'S', 'B']	29.492	5.51e-82
30854	NP_997512.1	XGW28261.1	3	['O', 'S', 'B']	28.226	1.67e-70
30855	NP_997512.1	XGW18843.1	2	['O', 'S']	28.745	3.32e-61
30856	NP_997512.1	XGW18438.1	3	['O', 'S', 'B']	29.492	4e-82
30857	NP_997512.1	XGW18842.1	3	['O', 'S', 'B']	28.245	1.58e-80
30858	NP_997512.1	XGW29054.1	2	['O', 'B']	30.983	1.36e-66
30859	NP_997512.1	XGW18376.1	3	['O', 'S', 'B']	30.667	7.6e-83
30860	NP_997512.1	XGW28263.1	3	['O', 'S', 'B']	28.226	1.02e-70
30861	NP_997512.1	XGW29058.1	2	['O', 'B']	28.571	1.37e-63
30862	NP_997512.1	XGW28253.1	1	['B']	25.122	5.32e-36
30863	NP_997512.1	XGW18375.1	3	['O', 'S', 'B']	30.667	7.6e-83
30864	NP_997512.1	XGW18844.1	2	['O', 'S']	28.571	7.5e-69
30865	NP_997512.1	XGW28262.1	3	['O', 'S', 'B']	29.043	2.1499999999999996e-68
30866	NP_001186137.1	XGW01742.1	1	['S']	37.875	1.0299999999999999e-84
30867	NP_001186137.1	XGW11623.1	1	['S']	21.81	4.4e-15
30868	NP_001186137.1	XGW01298.1	1	['S']	0.0	0.0
30869	NP_001186137.1	XGW03545.1	1	['S']	20.042	2.6e-16
30870	NP_001186137.1	XGW01299.1	1	['S']	0.0	0.0
30871	NP_001186137.1	XGW03546.1	1	['S']	20.042	2.81e-16
30872	NP_001186137.1	XGW21140.1	1	['S']	0.0	0.0
30873	NP_001186137.1	XGW03005.1	1	['S']	24.565	5.55e-25
30874	NP_001186137.1	XGW03819.1	1	['B']	34.404	3.33e-76
30875	NP_001186137.1	XGW03820.1	1	['B']	34.404	3.33e-76
30876	NP_001186137.1	XGW11624.1	1	['S']	22.222	4.66e-15
30877	NP_001186137.1	XGW02055.1	1	['B']	36.219	5.2e-85
30878	NP_001186137.1	XGW03765.1	1	['S']	0.0	0.0
30879	NP_001186137.1	XGW02054.1	1	['B']	36.219	5.2e-85
30880	NP_001186137.1	XGW21133.1	1	['S']	22.391	8.88e-19
30881	NP_001186137.1	XGW03006.1	1	['S']	24.565	5.55e-25
30882	NP_001186137.1	XGW03002.1	1	['S']	23.664	2.49e-12
30883	NP_001186137.1	XGW12210.1	1	['B']	33.617	6.44e-78
30884	NP_001186137.1	XGW12360.1	1	['S']	25.463	4.52e-25
30885	NP_001186137.1	XGW12209.1	1	['B']	40.758	4.18e-46
30886	NP_001186137.1	XGW12359.1	1	['S']	25.463	4.52e-25
30887	NP_001186137.1	XGW03764.1	1	['S']	29.762	9.31e-12
30888	NP_001311232.1	XGW35546.1	3	['O', 'S', 'B']	30.648	8.94e-71
30889	NP_001311232.1	XGW22070.1	2	['S', 'B']	36.162	1.36e-36
30890	NP_001311232.1	XGW22068.1	2	['S', 'B']	36.897	3.65e-43
30891	NP_001311232.1	XGW22069.1	2	['S', 'B']	32.759	1.82e-28
30892	NP_001311232.1	XGW22071.1	2	['S', 'B']	33.716	3.63e-26
30893	NP_060084.2	XGW33238.1	1	['S']	0.0	0.0
30894	NP_001036038.1	XGW18321.1	3	['S', 'F', 'B']	40.361	1.94e-39
30895	NP_001036038.1	XGW18322.1	2	['S', 'B']	37.079	3.53e-29
30896	NP_001036038.1	XGW18323.1	2	['S', 'B']	41.406	1.43e-24
30897	NP_001036038.1	XGW18324.1	2	['S', 'B']	36.943	1.5899999999999999e-24
30898	NP_002565.1	XGW05381.1	2	['O', 'S']	71.875	8.94e-102
30899	NP_002565.1	XGW05380.1	2	['O', 'S']	71.875	8.94e-102
30900	NP_001165948.1	XGW16839.1	3	['O', 'S', 'B']	63.686	4.07e-169
30901	NP_001165948.1	XGW16840.1	3	['O', 'S', 'B']	63.686	4.07e-169
30902	NP_000160.1	XGW01178.1	1	['S']	55.985	7.5e-100
30903	NP_000160.1	XGW05265.1	2	['O', 'S']	45.326	2.3e-112
30904	NP_000160.1	XGW05264.1	2	['O', 'S']	40.967	1.9100000000000002e-105
30905	NP_000160.1	XGW05263.1	2	['O', 'S']	40.967	5.3500000000000004e-105
30906	NP_000160.1	XGW01179.1	2	['O', 'S']	46.599	7.36e-121
30907	NP_000160.1	XGW05267.1	2	['O', 'S']	46.746	3.55e-112
30908	NP_000160.1	XGW05269.1	2	['O', 'S']	46.746	3.41e-113
30909	NP_000160.1	XGW35642.1	3	['O', 'S', 'B']	47.059	4.3499999999999997e-126
30910	NP_000160.1	XGW35641.1	3	['O', 'S', 'B']	47.059	4.3499999999999997e-126
30911	NP_001273438.1	XGW05952.1	2	['O', 'S']	41.076	1.6100000000000002e-79
30912	NP_001273438.1	XGW05950.1	2	['O', 'S']	40.96	1.5600000000000002e-79
30913	NP_001273438.1	XGW17814.1	1	['S']	22.462	1.19e-11
30914	NP_001273438.1	XGW05951.1	2	['O', 'S']	41.076	1.6100000000000002e-79
30915	NP_001273438.1	XGW26070.1	1	['S']	0.0	0.0
30916	NP_001164663.1	XGW13359.1	1	['B']	0.0	0.0
30917	NP_001164663.1	XGW13356.1	1	['B']	0.0	0.0
30918	NP_001164663.1	XGW13357.1	1	['B']	0.0	0.0
30919	NP_001164663.1	XGW13358.1	1	['B']	0.0	0.0
30920	NP_001243327.2	XGW14878.1	2	['O', 'S']	42.105	2.63e-25
30921	NP_001243327.2	XGW14879.1	2	['O', 'S']	42.105	2.66e-25
30922	NP_001307287.1	XGW35783.1	1	['S']	34.848	1.1500000000000001e-35
30923	NP_001307287.1	XGW35784.1	1	['S']	34.866	3.43e-36
30924	NP_536354.2	XGW12590.1	3	['O', 'S', 'B']	38.182	9.03e-65
30925	NP_536354.2	XGW12588.1	3	['O', 'S', 'B']	37.5	5.4e-65
30926	NP_536354.2	XGW03577.1	3	['O', 'S', 'B']	35.338	3.47e-57
30927	NP_536354.2	XGW04151.1	3	['O', 'S', 'B']	36.029	4.5999999999999997e-60
30928	NP_536354.2	XGW12589.1	3	['O', 'S', 'B']	37.5	7.27e-65
30929	NP_536354.2	XGW03574.1	2	['S', 'B']	35.338	2.2800000000000003e-56
30930	NP_536354.2	XGW09994.1	1	['O']	37.589	6.32e-63
30931	NP_536354.2	XGW04152.1	3	['O', 'S', 'B']	36.029	4.5999999999999997e-60
30932	NP_536354.2	XGW03575.1	3	['O', 'S', 'B']	35.338	2.5100000000000002e-57
30933	NP_536354.2	XGW12587.1	3	['O', 'S', 'B']	38.182	9.03e-65
30934	NP_536354.2	XGW09995.1	1	['O']	37.589	6.32e-63
30935	NP_536354.2	XGW34976.1	3	['O', 'S', 'B']	40.784	4.77e-59
30936	NP_536354.2	XGW03576.1	2	['S', 'B']	35.338	2.61e-56
30937	NP_536354.2	XGW34975.1	2	['O', 'B']	40.784	5.8e-59
30938	NP_536354.2	XGW34974.1	2	['O', 'B']	40.784	6.62e-59
30939	NP_001128214.1	XGW22053.1	3	['O', 'S', 'B']	47.497	0.0
30940	NP_001128214.1	XGW22054.1	3	['O', 'S', 'B']	47.497	0.0
30941	NP_001128214.1	XGW30502.1	1	['S']	36.771	0.0
30942	NP_001128214.1	XGW22055.1	3	['O', 'S', 'B']	46.496	0.0
30943	NP_000231.1	XGW24322.1	1	['B']	25.265	3.2e-26
30944	NP_000231.1	XGW01168.1	3	['O', 'S', 'B']	30.216	6.119999999999999e-60
30945	NP_000231.1	XGW01169.1	3	['O', 'S', 'B']	30.216	6.46e-60
30946	NP_000231.1	XGW24353.1	1	['B']	0.0	0.0
30947	NP_001375048.1	XGW05975.1	1	['O']	27.434	3.28e-27
30948	NP_001375048.1	XGW24017.1	2	['S', 'B']	40.0	4.609999999999999e-68
30949	NP_001375048.1	XGW24018.1	2	['S', 'B']	40.0	3.17e-68
30950	NP_001375048.1	XGW24016.1	2	['S', 'B']	40.0	2.8299999999999998e-67
30951	NP_001375048.1	XGW24015.1	2	['S', 'B']	40.0	3.39e-67
30952	NP_001354918.1	XGW16896.1	2	['O', 'S']	26.591	2.25e-48
30953	NP_001354918.1	XGW27455.1	2	['O', 'S']	25.275	1.4899999999999998e-30
30954	NP_001354918.1	XGW27454.1	2	['O', 'S']	25.275	2.9100000000000003e-32
30955	NP_001354918.1	XGW15993.1	2	['O', 'S']	25.352	2.93e-43
30956	NP_001354918.1	XGW16894.1	2	['O', 'S']	25.532	1.17e-44
30957	NP_001354918.1	XGW15994.1	2	['O', 'S']	25.352	2.93e-43
30958	NP_001354918.1	XGW16895.1	2	['O', 'S']	26.591	2.25e-48
30959	NP_001354918.1	XGW16893.1	2	['O', 'S']	26.531	3e-48
30960	NP_001354918.1	XGW27456.1	2	['O', 'S']	25.458	4.72e-33
30961	NP_001275703.1	XGW32621.1	2	['O', 'S']	29.032	9.44e-131
30962	NP_001373856.1	XGW02761.1	2	['O', 'B']	24.958	1.01e-49
30963	NP_001373856.1	XGW02762.1	2	['O', 'B']	24.958	1.37e-49
30964	NP_001373856.1	XGW02652.1	2	['O', 'B']	26.609	2.23e-50
30965	NP_001373856.1	XGW02651.1	2	['O', 'B']	26.609	2.23e-50
30966	NP_001373856.1	XGW16681.1	1	['S']	26.945	4.6699999999999993e-54
30967	NP_001373856.1	XGW16682.1	1	['S']	26.945	4.6699999999999993e-54
30968	NP_001313344.1	XGW16989.1	3	['O', 'S', 'B']	39.667	2.3399999999999998e-68
30969	NP_001313344.1	XGW16988.1	3	['O', 'S', 'B']	39.333	8.93e-68
30970	NP_001313344.1	XGW16991.1	3	['O', 'S', 'B']	39.667	2.22e-68
30971	NP_149349.2	XGW08276.1	1	['S']	30.405	1.3e-35
30972	NP_149349.2	XGW08279.1	2	['O', 'S']	32.938	1.23e-52
30973	NP_149349.2	XGW11313.1	3	['O', 'S', 'B']	34.896	9.35e-70
30974	NP_149349.2	XGW09341.1	2	['O', 'S']	33.796	4.56e-75
30975	NP_149349.2	XGW09342.1	1	['S']	37.432	7.11e-75
30976	NP_149349.2	XGW11312.1	3	['O', 'S', 'B']	34.896	9.35e-70
30977	NP_149349.2	XGW09344.1	2	['O', 'S']	35.584	3.7399999999999996e-69
30978	NP_149349.2	XGW09343.1	2	['O', 'S']	35.584	3.7399999999999996e-69
30979	NP_001317401.1	XGW09750.1	3	['O', 'S', 'F']	23.333	1.98e-30
30980	NP_001376512.1	XGW15770.1	3	['O', 'S', 'B']	60.667	1.3e-64
30981	NP_001376512.1	XGW15771.1	3	['O', 'S', 'B']	62.238	4.29e-62
30982	NP_003022.3	XGW28879.1	4	['O', 'S', 'F', 'B']	68.151	3.76e-145
30983	NP_003022.3	XGW28877.1	4	['O', 'S', 'F', 'B']	68.493	3.41e-144
30984	NP_003022.3	XGW28878.1	4	['O', 'S', 'F', 'B']	68.151	3.76e-145
30985	NP_001358009.1	XGW16896.1	1	['S']	34.915	2.92e-49
30986	NP_001358009.1	XGW27455.1	1	['S']	30.314	7.530000000000001e-31
30987	NP_001358009.1	XGW27454.1	1	['S']	29.965	1.2600000000000001e-29
30988	NP_001358009.1	XGW15993.1	1	['S']	28.529	9.020000000000001e-37
30989	NP_001358009.1	XGW16894.1	1	['S']	36.8	3.46e-46
30990	NP_001358009.1	XGW15994.1	1	['S']	28.529	9.020000000000001e-37
30991	NP_001358009.1	XGW16895.1	1	['S']	34.915	2.92e-49
30992	NP_001358009.1	XGW16893.1	1	['S']	34.915	3.68e-49
30993	NP_001358009.1	XGW27456.1	1	['S']	29.965	2.18e-30
30994	NP_000099.2	XGW27549.1	4	['O', 'S', 'F', 'B']	69.625	0.0
30995	NP_000099.2	XGW27550.1	4	['O', 'S', 'F', 'B']	69.625	0.0
30996	NP_001311301.1	XGW18457.1	1	['O']	24.291	7.09e-22
30997	NP_001311301.1	XGW18459.1	1	['O']	24.291	7.09e-22
30998	NP_001311301.1	XGW01517.1	1	['O']	20.696	1.44e-15
30999	NP_001311301.1	XGW11527.1	1	['O']	23.21	1.1500000000000002e-27
31000	NP_001311301.1	XGW11528.1	1	['O']	23.21	1.1500000000000002e-27
31001	NP_001311301.1	XGW35550.1	3	['O', 'S', 'B']	27.021	4.31e-28
31002	NP_001311301.1	XGW35549.1	3	['O', 'S', 'B']	27.021	4.31e-28
31003	NP_001311301.1	XGW19043.1	1	['O']	24.499	1.95e-21
31004	NP_001311301.1	XGW09716.1	1	['O']	25.513	1.19e-22
31005	NP_001311301.1	XGW18458.1	1	['O']	24.291	7.09e-22
31006	NP_001311301.1	XGW09715.1	1	['O']	25.513	1.24e-22
31007	NP_001311301.1	XGW20229.1	1	['O']	24.499	1.95e-21
31008	NP_001400615.1	XGW17258.1	3	['S', 'F', 'B']	49.521	3.43e-106
31009	NP_001338691.1	XGW05203.1	2	['S', 'F']	40.798	1.61e-74
31010	NP_002638.2	XGW23819.1	3	['O', 'S', 'B']	38.075	0.0
31011	NP_002638.2	XGW23820.1	3	['O', 'S', 'B']	38.075	0.0
31012	NP_002638.2	XGW23818.1	3	['O', 'S', 'B']	32.5	8.58e-87
31013	NP_002638.2	XGW23821.1	1	['B']	51.203	4.4600000000000003e-88
31014	NP_002638.2	XGW23817.1	3	['O', 'S', 'B']	32.031	3.4000000000000003e-85
31015	NP_000926.2	XGW12485.1	3	['O', 'S', 'B']	45.076	0.0
31016	NP_000926.2	XGW12486.1	3	['O', 'S', 'B']	42.754	1.32e-156
31017	NP_001337648.1	XGW16064.1	4	['O', 'S', 'F', 'B']	49.567	0.0
31018	NP_001337648.1	XGW16063.1	4	['O', 'S', 'F', 'B']	49.567	0.0
31019	NP_001139732.1	XGW15407.1	3	['O', 'S', 'B']	42.268	1.04e-98
31020	NP_001139732.1	XGW15408.1	3	['O', 'S', 'B']	42.268	9.85e-99
31021	NP_942134.1	XGW34325.1	2	['S', 'B']	47.049	1.73e-152
31022	NP_942134.1	XGW34324.1	1	['B']	47.049	7.46e-162
31023	NP_942134.1	XGW34326.1	2	['S', 'B']	46.256	0.0
31024	NP_001412265.1	XGW32364.1	4	['O', 'S', 'F', 'B']	49.102	6.06e-104
31025	NP_775754.2	XGW21140.1	1	['S']	23.206	3.21e-16
31026	NP_775754.2	XGW01742.1	1	['S']	36.613	6.05e-82
31027	NP_775754.2	XGW03005.1	1	['S']	23.881	6.21e-19
31028	NP_775754.2	XGW12360.1	1	['S']	23.659	4.04e-19
31029	NP_775754.2	XGW21133.1	1	['S']	22.542	8.06e-15
31030	NP_775754.2	XGW03006.1	1	['S']	23.881	6.21e-19
31031	NP_775754.2	XGW03002.1	1	['S']	23.676	3.88e-11
31032	NP_775754.2	XGW11623.1	1	['S']	28.261	7.37e-15
31033	NP_775754.2	XGW01298.1	1	['S']	21.053	2.08e-11
31034	NP_775754.2	XGW12359.1	1	['S']	23.659	4.04e-19
31035	NP_775754.2	XGW11624.1	1	['S']	29.697	8.31e-15
31036	NP_775754.2	XGW03545.1	1	['S']	21.341	6.65e-12
31037	NP_775754.2	XGW03765.1	1	['S']	28.485	8.74e-12
31038	NP_775754.2	XGW01299.1	1	['S']	0.0	0.0
31039	NP_775754.2	XGW03546.1	1	['S']	21.341	6.8e-12
31040	NP_775754.2	XGW03764.1	1	['S']	29.167	2.06e-12
31041	NP_001239203.2	XGW27032.1	2	['S', 'B']	27.027	1.6e-38
31042	NP_001239203.2	XGW25934.1	1	['S']	26.353	1.4999999999999997e-23
31043	NP_001239203.2	XGW26164.1	2	['S', 'B']	28.76	2.3e-40
31044	NP_001239203.2	XGW01930.1	1	['S']	24.254	6.28e-36
31045	NP_001239203.2	XGW26413.1	1	['S']	24.757	2.8099999999999998e-24
31046	NP_001239203.2	XGW05292.1	1	['S']	24.688	1.93e-27
31047	NP_001239203.2	XGW01929.1	1	['S']	24.254	6.28e-36
31048	NP_001239203.2	XGW26423.1	1	['S']	23.396	7.22e-26
31049	NP_001239203.2	XGW11871.1	1	['S']	24.694	9.479999999999999e-30
31050	NP_001239203.2	XGW26165.1	2	['S', 'B']	27.436	2.1800000000000002e-36
31051	NP_001239203.2	XGW11316.1	2	['S', 'F']	28.175	8.78e-47
31052	NP_001239203.2	XGW26414.1	1	['S']	27.128	8.35e-26
31053	NP_001239203.2	XGW26163.1	2	['S', 'B']	28.76	2.3e-40
31054	NP_001239203.2	XGW26415.1	1	['S']	24.138	1.31e-28
31055	NP_001239203.2	XGW25935.1	1	['S']	26.353	1.6499999999999998e-23
31056	NP_001239203.2	XGW11870.1	1	['S']	23.961	1.37e-33
31057	NP_001239203.2	XGW26405.1	1	['S']	25.831	4.25e-29
31058	NP_001336108.1	XGW17784.1	3	['O', 'S', 'B']	40.648	2.43e-96
31059	NP_001336108.1	XGW17783.1	3	['O', 'S', 'B']	40.648	9.43e-96
31060	NP_001276342.1	XGW06057.1	1	['S']	29.21	2.71e-19
31061	NP_001276342.1	XGW10251.1	1	['S']	37.943	2.63e-40
31062	NP_001276342.1	XGW10250.1	1	['S']	37.943	1.44e-41
31063	NP_001276342.1	XGW06058.1	1	['S']	29.21	2.81e-19
31064	NP_001177392.1	XGW20977.1	1	['S']	32.258	4.9299999999999995e-52
31065	NP_001177392.1	XGW10421.1	2	['O', 'S']	53.506	1.54e-139
31066	NP_001177392.1	XGW20976.1	1	['S']	32.258	4.73e-52
31067	NP_001177392.1	XGW10420.1	2	['O', 'S']	53.506	1.21e-139
31068	NP_001128618.1	XGW02018.1	1	['B']	33.136	2.86e-22
31069	NP_001128618.1	XGW25288.1	3	['O', 'S', 'B']	31.971	4.04e-60
31070	NP_001128618.1	XGW25287.1	3	['O', 'S', 'B']	29.386	1.9499999999999998e-54
31071	NP_001128618.1	XGW08633.1	1	['S']	0.0	0.0
31072	NP_001128618.1	XGW02017.1	1	['B']	33.136	2.57e-22
31073	NP_001128618.1	XGW02019.1	1	['B']	33.136	2.57e-22
31074	NP_039663.1	XGW08985.1	2	['O', 'S']	63.298	3.18e-179
31075	NP_001308857.1	XGW35588.1	3	['O', 'S', 'B']	42.938	1.11e-83
31076	NP_001308857.1	XGW21337.1	3	['O', 'S', 'B']	41.243	4.9500000000000003e-79
31077	NP_001308857.1	XGW35587.1	3	['O', 'S', 'B']	42.938	1.11e-83
31078	NP_001295080.1	XGW13540.1	1	['B']	34.302	7.73e-28
31079	NP_001295080.1	XGW13541.1	1	['B']	33.75	2.22e-27
31080	NP_001295080.1	XGW13542.1	1	['B']	33.75	2.22e-27
31081	NP_006223.2	XGW15770.1	3	['O', 'S', 'B']	60.667	1.3e-64
31082	NP_006223.2	XGW15771.1	3	['O', 'S', 'B']	62.238	4.29e-62
31083	NP_001374624.1	XGW13753.1	1	['O']	0.0	0.0
31084	NP_001374624.1	XGW22917.1	1	['O']	0.0	0.0
31085	NP_001374624.1	XGW13764.1	1	['O']	0.0	0.0
31086	NP_001374624.1	XGW22916.1	1	['O']	0.0	0.0
31087	NP_001374624.1	XGW13765.1	1	['O']	0.0	0.0
31088	NP_001374624.1	XGW31611.1	1	['O']	0.0	0.0
31089	NP_932076.1	XGW24881.1	1	['S']	31.081	5e-18
31090	NP_932076.1	XGW24882.1	1	['S']	31.884	2.69e-17
31091	NP_932076.1	XGW24883.1	1	['S']	31.897	3.7e-13
31092	NP_001009185.1	XGW18602.1	1	['O']	44.048	0.0
31093	NP_001009185.1	XGW29463.1	3	['O', 'S', 'B']	48.485	0.0
31094	NP_001009185.1	XGW18603.1	1	['O']	44.048	0.0
31095	NP_001128570.1	XGW14988.1	3	['O', 'S', 'B']	49.135	1.97e-96
31096	NP_001128570.1	XGW14989.1	3	['O', 'S', 'B']	49.135	2.48e-96
31097	NP_001128570.1	XGW14990.1	3	['O', 'S', 'B']	49.135	2.48e-96
31098	NP_057110.3	XGW23806.1	1	['O']	35.793	7.31e-32
31099	NP_057110.3	XGW04307.1	3	['O', 'S', 'B']	36.395	8.37e-50
31100	NP_057110.3	XGW04308.1	3	['O', 'S', 'B']	36.395	8.37e-50
31101	NP_057110.3	XGW01083.1	2	['O', 'S']	38.776	7.799999999999999e-48
31102	NP_057110.3	XGW01082.1	1	['S']	38.776	1.27e-47
31103	NP_057110.3	XGW01080.1	2	['O', 'S']	36.991	5.2399999999999994e-55
31104	NP_057110.3	XGW01079.1	2	['O', 'S']	36.991	5.2399999999999994e-55
31105	NP_001124193.1	XGW10345.1	1	['O']	39.921	4.8700000000000005e-58
31106	NP_001124193.1	XGW28782.1	1	['S']	35.743	3.42e-41
31107	NP_001124193.1	XGW18467.1	2	['O', 'S']	37.597	7.92e-51
31108	NP_001124193.1	XGW28781.1	1	['S']	35.743	3.42e-41
31109	NP_001124193.1	XGW10346.1	1	['O']	39.921	4.8700000000000005e-58
31110	NP_001124193.1	XGW27274.1	3	['O', 'S', 'F']	41.2	8.34e-68
31111	NP_001124193.1	XGW31217.1	1	['S']	32.941	4.0999999999999995e-34
31112	NP_001124193.1	XGW18468.1	2	['O', 'S']	37.597	7.92e-51
31113	NP_001124193.1	XGW27275.1	3	['O', 'S', 'F']	41.2	7.549999999999999e-68
31114	NP_001124193.1	XGW10344.1	1	['O']	39.921	4.8700000000000005e-58
31115	NP_001373615.1	XGW09115.1	1	['O']	51.929	5.08e-116
31116	NP_001373615.1	XGW09116.1	2	['O', 'S']	60.831	4.23e-143
31117	NP_056092.2	XGW20887.1	2	['S', 'B']	29.648	6.55e-29
31118	NP_056092.2	XGW20888.1	2	['S', 'B']	29.648	6.55e-29
31119	NP_056092.2	XGW20886.1	2	['S', 'B']	34.685	2.22e-22
31120	NP_001358211.1	XGW30013.1	3	['O', 'S', 'B']	59.615	5.8800000000000005e-56
31121	NP_001358211.1	XGW30012.1	3	['O', 'S', 'B']	56.332	1.15e-78
31122	NP_001165276.2	XGW25151.1	2	['S', 'B']	0.0	0.0
31123	NP_001165276.2	XGW25152.1	2	['S', 'B']	38.576	1.02e-62
31124	NP_001268661.1	XGW20930.1	3	['O', 'S', 'B']	37.795	3.92e-22
31125	NP_001268661.1	XGW31986.1	3	['O', 'S', 'B']	49.412	2.14e-19
31126	NP_001268661.1	XGW06439.1	2	['O', 'S']	29.049	9.69e-70
31127	NP_001268661.1	XGW35599.1	3	['O', 'S', 'B']	32.252	9.960000000000001e-73
31128	NP_001268661.1	XGW20928.1	3	['O', 'S', 'B']	37.795	3.82e-22
31129	NP_001268661.1	XGW30109.1	2	['S', 'B']	28.552	9.4e-81
31130	NP_001268661.1	XGW32488.1	2	['S', 'B']	48.421	1.11e-20
31131	NP_001268661.1	XGW06440.1	2	['O', 'S']	29.049	7.490000000000001e-70
31132	NP_001268661.1	XGW32487.1	3	['O', 'S', 'B']	49.412	1.99e-20
31133	NP_001268661.1	XGW20929.1	3	['O', 'S', 'B']	37.795	3.82e-22
31134	NP_001268661.1	XGW35600.1	3	['O', 'S', 'B']	32.252	1.1300000000000001e-72
31135	NP_001268661.1	XGW31985.1	3	['O', 'S', 'B']	49.412	2.07e-19
31136	NP_001268661.1	XGW30108.1	3	['O', 'S', 'B']	28.552	5.01e-83
31137	NP_001268661.1	XGW31987.1	3	['O', 'S', 'B']	49.412	1.87e-19
31138	NP_001268661.1	XGW35618.1	1	['S']	41.379	1.35e-16
31139	NP_001268661.1	XGW30110.1	1	['B']	0.0	0.0
31140	NP_001268661.1	XGW35619.1	1	['S']	41.379	1.44e-16
31141	NP_001137254.1	XGW29891.1	1	['B']	42.017	1.4e-26
31142	NP_001333684.1	XGW12098.1	4	['O', 'S', 'F', 'B']	30.317	4.51e-43
31143	NP_000887.2	XGW01742.1	1	['S']	37.442	2.17e-79
31144	NP_000887.2	XGW11623.1	1	['S']	26.178	6.21e-15
31145	NP_000887.2	XGW01298.1	1	['S']	0.0	0.0
31146	NP_000887.2	XGW03545.1	1	['S']	20.675	9.02e-16
31147	NP_000887.2	XGW01299.1	1	['S']	0.0	0.0
31148	NP_000887.2	XGW03546.1	1	['S']	20.675	9.66e-16
31149	NP_000887.2	XGW21140.1	1	['S']	0.0	0.0
31150	NP_000887.2	XGW03005.1	1	['S']	24.225	4.89e-24
31151	NP_000887.2	XGW03819.1	1	['B']	33.068	2.59e-75
31152	NP_000887.2	XGW03820.1	1	['B']	33.068	2.59e-75
31153	NP_000887.2	XGW11624.1	1	['S']	27.907	8.23e-15
31154	NP_000887.2	XGW02055.1	1	['B']	36.219	2.58e-83
31155	NP_000887.2	XGW03765.1	1	['S']	0.0	0.0
31156	NP_000887.2	XGW02054.1	1	['B']	36.219	2.58e-83
31157	NP_000887.2	XGW21133.1	1	['S']	22.075	4.06e-18
31158	NP_000887.2	XGW03006.1	1	['S']	24.225	4.89e-24
31159	NP_000887.2	XGW03002.1	1	['S']	24.573	4.18e-12
31160	NP_000887.2	XGW12210.1	1	['B']	33.404	4.74e-74
31161	NP_000887.2	XGW12360.1	1	['S']	25.954	1.84e-24
31162	NP_000887.2	XGW12209.1	1	['B']	40.758	5.25e-46
31163	NP_000887.2	XGW12359.1	1	['S']	25.954	1.84e-24
31164	NP_000887.2	XGW03764.1	1	['S']	29.762	8.09e-12
31165	NP_068812.1	XGW16222.1	1	['O']	29.381	3.71e-30
31166	NP_068812.1	XGW16221.1	1	['O']	29.188	6.95e-31
31167	NP_060809.3	XGW32132.1	1	['S']	47.287	4.28e-39
31168	NP_060809.3	XGW32131.1	3	['O', 'S', 'F']	47.287	2.24e-42
31169	NP_001387721.1	XGW08589.1	1	['S']	40.458	4.51e-21
31170	NP_001387721.1	XGW08588.1	1	['S']	40.458	4.51e-21
31171	NP_001412153.1	XGW13071.1	3	['O', 'S', 'B']	38.869	1.65e-96
31172	NP_001412153.1	XGW13070.1	3	['O', 'S', 'B']	38.869	2.04e-96
31173	NP_001397750.1	XGW19149.1	4	['O', 'S', 'F', 'B']	28.956	2.73e-30
31174	NP_001308787.1	XGW32477.1	4	['O', 'S', 'F', 'B']	40.647	0.0
31175	NP_004155.2	XGW23518.1	1	['O']	36.719	1.3e-19
31176	NP_004155.2	XGW23519.1	1	['O']	36.719	1.3e-19
31177	NP_001244160.1	XGW21276.1	1	['S']	28.289	1.77e-12
31178	NP_001244160.1	XGW21277.1	1	['S']	26.374	5.29e-18
31179	NP_001244160.1	XGW21275.1	1	['S']	0.0	0.0
31180	NP_001308029.1	XGW01415.1	3	['S', 'F', 'B']	0.0	0.0
31181	NP_060705.2	XGW04627.1	3	['O', 'S', 'B']	56.17	0.0
31182	NP_060705.2	XGW33414.1	4	['O', 'S', 'F', 'B']	59.657	0.0
31183	NP_060705.2	XGW04628.1	3	['O', 'S', 'B']	56.17	0.0
31184	NP_060705.2	XGW33413.1	4	['O', 'S', 'F', 'B']	59.657	0.0
31185	NP_001381888.1	XGW19218.1	1	['F']	31.818	9.28e-12
31186	NP_000850.1	XGW09052.1	2	['S', 'F']	51.435	7.01e-132
31187	NP_000850.1	XGW09051.1	2	['S', 'F']	51.435	7.01e-132
31188	NP_001171761.1	XGW16872.1	1	['B']	39.487	1.73e-32
31189	NP_001171761.1	XGW02164.1	3	['O', 'S', 'B']	46.19	1.08e-51
