WormGEMid	GeneID1
NNNNNN	V3C99_014339
NNNNNN	V3C99_014342
NNNNNN	V3C99_014343
kvs-2	V3C99_014347
NNNNNN	V3C99_014348
kvs-3	V3C99_014355
NNNNNN	V3C99_014356
B0035.3	V3C99_014358
dnj-22	V3C99_014359
NNNNNN	V3C99_014363
NNNNNN	V3C99_014364
NNNNNN	V3C99_014365
C56A3.4	V3C99_014366
NNNNNN	V3C99_014371
sbt-1	V3C99_014373
num-1	V3C99_014379
NNNNNN	V3C99_014380
NNNNNN	V3C99_014380
NNNNNN	V3C99_014390
rhr-2	V3C99_014399
tre-3	V3C99_014400
ceh-32	V3C99_014402
NNNNNN	V3C99_014404
dhs-21	V3C99_014409
memo-1	V3C99_014411
lgc-36	V3C99_014415
NNNNNN	V3C99_014417
F22F7.7	V3C99_014421
rme-1	V3C99_014423
unc-45	V3C99_014424
NNNNNN	V3C99_014425
NNNNNN	V3C99_014427
NNNNNN	V3C99_014431
dcs-1	V3C99_014432
fre-1	V3C99_014433
NNNNNN	V3C99_014435
gcst-1	V3C99_014438
NNNNNN	V3C99_014439
NNNNNN	V3C99_014440
rpl-38	V3C99_014441
NNNNNN	V3C99_014443
trx-2	V3C99_014447
vps-39	V3C99_014448
C16D9.6	V3C99_014450
NNNNNN	V3C99_014451
dvc-1	V3C99_014452
NNNNNN	V3C99_014454
rmd-2	V3C99_014456
NNNNNN	V3C99_014462
NNNNNN	V3C99_014476
arid-1	V3C99_014477
F32D8.14	V3C99_014478
F32D8.4	V3C99_014479
F32D8.12	V3C99_014480
bud-13	V3C99_014482
plrg-1	V3C99_014483
prp-38	V3C99_014484
secs-1	V3C99_014485
NNNNNN	V3C99_014490
NNNNNN	V3C99_014491
NNNNNN	V3C99_014494
NNNNNN	V3C99_014495
figl-1	V3C99_014496
npp-22	V3C99_014497
NNNNNN	V3C99_014500
NNNNNN	V3C99_014501
npp-22	V3C99_014502
NNNNNN	V3C99_014503
B0024.15	V3C99_014509
NNNNNN	V3C99_014510
nol-16	V3C99_014511
NNNNNN	V3C99_014515
NNNNNN	V3C99_014516
NNNNNN	V3C99_014517
NNNNNN	V3C99_014523
rmh-2	V3C99_014524
NNNNNN	V3C99_014526
eelo-1	V3C99_014531
ZK287.7	V3C99_014532
xbx-6	V3C99_014535
mrck-1	V3C99_014537
NNNNNN	V3C99_014545
NNNNNN	V3C99_014548
NNNNNN	V3C99_014548
NNNNNN	V3C99_014568
NNNNNN	V3C99_014568
NNNNNN	V3C99_014568
NNNNNN	V3C99_014572
NNNNNN	V3C99_014576
rps-30	V3C99_014579
NNNNNN	V3C99_014580
NNNNNN	V3C99_014581
Y32F6B.1	V3C99_014582
NNNNNN	V3C99_014583
NNNNNN	V3C99_014584
pha-4	V3C99_014585
NNNNNN	V3C99_014588
NNNNNN	V3C99_014600
T25B9.4	V3C99_014601
sul-2	V3C99_014604
sul-2	V3C99_014609
smoc-1	V3C99_014620
smoc-1	V3C99_014621
NNNNNN	V3C99_014626
gld-1	V3C99_014627
snap-1	V3C99_014629
pgs-1	V3C99_014631
ncx-5	V3C99_014633
Y32F6B.1	V3C99_014635
NNNNNN	V3C99_014643
cgp-1	V3C99_014644
NNNNNN	V3C99_014647
NNNNNN	V3C99_014648
NNNNNN	V3C99_014648
saeg-1	V3C99_014650
K03B8.6	V3C99_014656
NNNNNN	V3C99_014659
NNNNNN	V3C99_014660
H27A22.1	V3C99_014667
scpl-4	V3C99_014668
marc-2	V3C99_014669
abhd-3.1	V3C99_014671
abhd-3.2	V3C99_014671
stn-2	V3C99_014675
stn-2	V3C99_014677
NNNNNN	V3C99_014678
C13F10.7	V3C99_014680
kxd-1	V3C99_014681
C13F10.7	V3C99_014682
kxd-1	V3C99_014683
hpo-31	V3C99_014689
sel-10	V3C99_014690
ceh-24	V3C99_014692
tag-120	V3C99_014693
NNNNNN	V3C99_014695
NNNNNN	V3C99_014696
T28H10.1	V3C99_014698
rbm-25	V3C99_014699
NNNNNN	V3C99_014700
mrps-11	V3C99_014701
NNNNNN	V3C99_014702
NNNNNN	V3C99_014706
NNNNNN	V3C99_014707
NNNNNN	V3C99_014707
lgmn-1	V3C99_014710
lgmn-1	V3C99_014714
haf-3	V3C99_014715
dlst-1	V3C99_014716
haf-3	V3C99_014717
W02F12.4	V3C99_014718
fan-1	V3C99_014721
lmd-3	V3C99_014722
wdr-62	V3C99_014724
gly-1	V3C99_014729
unc-68	V3C99_014731
lipl-6	V3C99_014732
NNNNNN	V3C99_014735
NNNNNN	V3C99_014737
cri-2	V3C99_014738
F20D6.11	V3C99_014739
NNNNNN	V3C99_014740
NNNNNN	V3C99_014740
NNNNNN	V3C99_014740
NNNNNN	V3C99_014743
NNNNNN	V3C99_014743
NNNNNN	V3C99_014745
NNNNNN	V3C99_014745
NNNNNN	V3C99_014746
NNNNNN	V3C99_014746
NNNNNN	V3C99_014751
NNNNNN	V3C99_014751
NNNNNN	V3C99_014751
NNNNNN	V3C99_014751
NNNNNN	V3C99_014752
NNNNNN	V3C99_014752
mes-4	V3C99_014755
cyp-13A7	V3C99_014759
cyp-13A11	V3C99_014759
cyp-13A12	V3C99_014759
cyp-13A4	V3C99_014759
cyp-13A5	V3C99_014759
cyp-13A3	V3C99_014759
cyp-13A1	V3C99_014759
cyp-13A10	V3C99_014759
cyp-13A7	V3C99_014761
cyp-13A11	V3C99_014761
cyp-13A12	V3C99_014761
cyp-13A4	V3C99_014761
cyp-13A5	V3C99_014761
cyp-13A3	V3C99_014761
cyp-13A1	V3C99_014761
cyp-13A10	V3C99_014761
famh-161	V3C99_014762
ret-1	V3C99_014771
NNNNNN	V3C99_014772
NNNNNN	V3C99_014778
NNNNNN	V3C99_014779
R07B7.8	V3C99_014781
R07B7.9	V3C99_014781
NNNNNN	V3C99_014793
NNNNNN	V3C99_014795
NNNNNN	V3C99_014796
NNNNNN	V3C99_014797
NNNNNN	V3C99_014797
lpin-1	V3C99_014798
rom-3	V3C99_014801
rom-4	V3C99_014801
NNNNNN	V3C99_014802
NNNNNN	V3C99_014805
NNNNNN	V3C99_014805
NNNNNN	V3C99_014805
NNNNNN	V3C99_014806
NNNNNN	V3C99_014806
NNNNNN	V3C99_014806
NNNNNN	V3C99_014807
NNNNNN	V3C99_014807
NNNNNN	V3C99_014807
NNNNNN	V3C99_014811
NNNNNN	V3C99_014811
NNNNNN	V3C99_014811
NNNNNN	V3C99_014811
NNNNNN	V3C99_014812
NNNNNN	V3C99_014813
rskd-1	V3C99_014815
srpa-68	V3C99_014816
NNNNNN	V3C99_014818
NNNNNN	V3C99_014823
NNNNNN	V3C99_014824
NNNNNN	V3C99_014825
NNNNNN	V3C99_014826
spl-2	V3C99_014827
NNNNNN	V3C99_014830
NNNNNN	V3C99_014834
NNNNNN	V3C99_014836
NNNNNN	V3C99_014837
ptd-2	V3C99_014843
F25B4.8	V3C99_014850
Y42A5A.5	V3C99_014866
erfa-3	V3C99_014867
cdkl-1	V3C99_014870
cdkl-1	V3C99_014872
Y42A5A.1	V3C99_014873
NNNNNN	V3C99_014874
NNNNNN	V3C99_014875
NNNNNN	V3C99_014875
fib-1	V3C99_014879
rps-16	V3C99_014880
ampd-1	V3C99_014882
NNNNNN	V3C99_014886
cnb-1	V3C99_014889
NNNNNN	V3C99_014891
NNNNNN	V3C99_014896
NNNNNN	V3C99_014898
col-43	V3C99_014899
NNNNNN	V3C99_014899
tomm-20	V3C99_014900
NNNNNN	V3C99_014901
Y39B6A.33	V3C99_014902
acdh-3	V3C99_014903
hsp-16.41	V3C99_014904
hsp-16.48	V3C99_014904
hsp-16.49	V3C99_014904
acdh-3	V3C99_014905
NNNNNN	V3C99_014906
cgp-1	V3C99_014907
NNNNNN	V3C99_014912
pax-1	V3C99_014914
nol-56	V3C99_014915
NNNNNN	V3C99_014917
NNNNNN	V3C99_014917
NNNNNN	V3C99_014917
NNNNNN	V3C99_014917
NNNNNN	V3C99_014917
emb-4	V3C99_014927
gly-7	V3C99_014928
NNNNNN	V3C99_014928
NNNNNN	V3C99_014929
NNNNNN	V3C99_014929
NNNNNN	V3C99_014932
cpr-6	V3C99_014936
NNNNNN	V3C99_014937
R10D12.13	V3C99_014938
NNNNNN	V3C99_014939
NNNNNN	V3C99_014941
sptl-2	V3C99_014944
NNNNNN	V3C99_014950
NNNNNN	V3C99_014951
NNNNNN	V3C99_014952
NNNNNN	V3C99_014953
NNNNNN	V3C99_014956
NNNNNN	V3C99_014958
mct-6	V3C99_014962
mlk-1	V3C99_014963
pqn-51	V3C99_014965
NNNNNN	V3C99_014967
NNNNNN	V3C99_014968
NNNNNN	V3C99_014968
NNNNNN	V3C99_014968
NNNNNN	V3C99_014969
NNNNNN	V3C99_014969
NNNNNN	V3C99_014969
C39F7.5	V3C99_014972
rab-1	V3C99_014973
NNNNNN	V3C99_014976
NNNNNN	V3C99_014981
NNNNNN	V3C99_014981
spe-42	V3C99_014989
asns-1	V3C99_014990
acds-10	V3C99_014992
NNNNNN	V3C99_014993
NNNNNN	V3C99_014994
T03D8.6	V3C99_014995
NNNNNN	V3C99_014996
NNNNNN	V3C99_014998
hif-1	V3C99_014999
pitr-2	V3C99_015001
pitr-3	V3C99_015001
lin-40	V3C99_015010
NNNNNN	V3C99_015011
NNNNNN	V3C99_015012
NNNNNN	V3C99_015018
NNNNNN	V3C99_015020
NNNNNN	V3C99_015021
unc-80	V3C99_015023
idhg-1	V3C99_015025
moma-1	V3C99_015026
kmo-1	V3C99_015027
elp-1	V3C99_015028
NNNNNN	V3C99_015032
NNNNNN	V3C99_015036
NNNNNN	V3C99_015038
dmd-10	V3C99_015039
cyp-33D3	V3C99_015041
cyp-33C9	V3C99_015041
cyp-33C7	V3C99_015041
cyp-33C5	V3C99_015041
cyp-33C3	V3C99_015041
cyp-33C4	V3C99_015041
NNNNNN	V3C99_015042
NNNNNN	V3C99_015053
NNNNNN	V3C99_015055
C27A7.5	V3C99_015056
aqp-3	V3C99_015059
lev-9	V3C99_015060
peli-1	V3C99_015066
NNNNNN	V3C99_015067
T19B10.5	V3C99_015069
rad-50	V3C99_015071
NNNNNN	V3C99_015076
spe-26	V3C99_015078
usp-50	V3C99_015079
B0416.5	V3C99_015080
dhod-1	V3C99_015081
NNNNNN	V3C99_015082
prmt-1	V3C99_015083
mdt-17	V3C99_015084
egl-3	V3C99_015085
C51E3.6	V3C99_015086
rin-1	V3C99_015087
NNNNNN	V3C99_015089
F54E12.2	V3C99_015091
T23H2.3	V3C99_015091
dkf-2	V3C99_015092
tmd-2	V3C99_015094
E01A2.1	V3C99_015095
E01A2.1	V3C99_015097
NNNNNN	V3C99_015106
NNNNNN	V3C99_015107
NNNNNN	V3C99_015108
rtfo-1	V3C99_015109
NNNNNN	V3C99_015110
eif-2Bdelta	V3C99_015113
NNNNNN	V3C99_015114
NNNNNN	V3C99_015115
NNNNNN	V3C99_015116
NNNNNN	V3C99_015117
klp-18	V3C99_015121
ints-1	V3C99_015122
Y43F8B.2	V3C99_015123
NNNNNN	V3C99_015125
ccz-1	V3C99_015128
NNNNNN	V3C99_015134
NNNNNN	V3C99_015139
lmtr-3	V3C99_015143
C06H2.2	V3C99_015144
NNNNNN	V3C99_015145
NNNNNN	V3C99_015146
angl-1	V3C99_015147
angl-1	V3C99_015148
W02H5.8	V3C99_015149
NNNNNN	V3C99_015150
NNNNNN	V3C99_015150
cyp-33D3	V3C99_015153
cyp-33C9	V3C99_015153
cyp-33C7	V3C99_015153
cyp-33C5	V3C99_015153
cyp-33C3	V3C99_015153
cyp-33C4	V3C99_015153
NNNNNN	V3C99_015155
C14C10.5	V3C99_015156
NNNNNN	V3C99_015157
tasp-1	V3C99_015158
lmn-1	V3C99_015160
ucp-4	V3C99_015161
coq-6	V3C99_015162
myo-5	V3C99_015163
npr-5	V3C99_015165
F44A2.3	V3C99_015169
C24G6.8	V3C99_015170
NNNNNN	V3C99_015172
NNNNNN	V3C99_015174
NNNNNN	V3C99_015175
cyp-42A1	V3C99_015176
NNNNNN	V3C99_015184
mpst-1	V3C99_015185
NNNNNN	V3C99_015185
mpst-1	V3C99_015186
tig-2	V3C99_015188
F39G3.4	V3C99_015190
F39G3.5	V3C99_015190
prx-6	V3C99_015191
prp-39	V3C99_015194
hmgs-1	V3C99_015195
NNNNNN	V3C99_015197
NNNNNN	V3C99_015197
pyc-1	V3C99_015200
R11D1.1	V3C99_015202
acl-6	V3C99_015203
NNNNNN	V3C99_015210
F53F8.5	V3C99_015215
K07A1.3	V3C99_015216
hlh-15	V3C99_015220
algn-7	V3C99_015223
pph-5	V3C99_015226
adh-5	V3C99_015227
trm-2A	V3C99_015227
gar-3	V3C99_015228
NNNNNN	V3C99_015229
NNNNNN	V3C99_015232
F32D8.5	V3C99_015233
kcnl-1	V3C99_015234
dlat-1	V3C99_015236
gcs-1	V3C99_015237
capg-2	V3C99_015239
dlg-1	V3C99_015242
cel-1	V3C99_015246
NNNNNN	V3C99_015247
NNNNNN	V3C99_015249
vab-8	V3C99_015251
ogdh-2	V3C99_015252
rnp-1	V3C99_015255
dpy-30	V3C99_015256
NNNNNN	V3C99_015264
NNNNNN	V3C99_015265
cbs-1	V3C99_015269
cbs-2	V3C99_015269
F32D8.15	V3C99_015273
NNNNNN	V3C99_015274
NNNNNN	V3C99_015277
NNNNNN	V3C99_015279
F09G2.2	V3C99_015280
NNNNNN	V3C99_015282
npr-13	V3C99_015286
NNNNNN	V3C99_015287
NNNNNN	V3C99_015288
NNNNNN	V3C99_015289
hum-2	V3C99_015297
paf-1	V3C99_015300
paf-2	V3C99_015300
parp-1	V3C99_015302
pgap-3	V3C99_015303
jamp-1	V3C99_015304
seip-1	V3C99_015305
crls-1	V3C99_015308
NNNNNN	V3C99_015309
NNNNNN	V3C99_015310
NNNNNN	V3C99_015311
enpp-1	V3C99_015312
C27A7.3	V3C99_015312
best-14	V3C99_015316
C01B4.6	V3C99_015326
Y19D10A.16	V3C99_015326
NNNNNN	V3C99_015327
emb-27	V3C99_015330
F36D4.5	V3C99_015334
dmd-3	V3C99_015335
B0507.2	V3C99_015337
eif-3.K	V3C99_015340
mpst-7	V3C99_015341
mpst-7	V3C99_015345
eif-3.K	V3C99_015346
NNNNNN	V3C99_015347
bus-17	V3C99_015349
pqn-68	V3C99_015351
NNNNNN	V3C99_015354
daam-1	V3C99_015355
ttbk-7	V3C99_015359
Y41E3.7	V3C99_015360
acr-15	V3C99_015363
acr-16	V3C99_015365
NNNNNN	V3C99_015366
eef-1G	V3C99_015370
ctf-4	V3C99_015371
NNNNNN	V3C99_015372
ech-2	V3C99_015377
NNNNNN	V3C99_015381
NNNNNN	V3C99_015382
sftb-2	V3C99_015386
W03F9.1	V3C99_015387
acl-2	V3C99_015392
NNNNNN	V3C99_015394
NNNNNN	V3C99_015397
unc-39	V3C99_015398
Y49A3A.3	V3C99_015410
cept-2	V3C99_015411
hsp-17	V3C99_015412
parn-1	V3C99_015413
krr-1	V3C99_015415
vab-15	V3C99_015419
NNNNNN	V3C99_015424
prx-1	V3C99_015427
NNNNNN	V3C99_015430
pptr-2	V3C99_015433
NNNNNN	V3C99_015434
NNNNNN	V3C99_015435
NNNNNN	V3C99_015436
ints-9	V3C99_015437
swan-1	V3C99_015447
swan-2	V3C99_015448
snu-66	V3C99_015449
NNNNNN	V3C99_015451
NNNNNN	V3C99_015454
nphp-2	V3C99_015455
NNNNNN	V3C99_015456
nphp-2	V3C99_015459
NNNNNN	V3C99_015460
unc-34	V3C99_015463
rnst-2	V3C99_015464
pygl-1	V3C99_015469
NNNNNN	V3C99_015472
dnj-19	V3C99_015475
NNNNNN	V3C99_015478
hpo-15	V3C99_015481
mms-19	V3C99_015482
NNNNNN	V3C99_015484
glc-3	V3C99_015489
NNNNNN	V3C99_015490
bub-3	V3C99_015492
NNNNNN	V3C99_015493
mrps-12	V3C99_015494
NNNNNN	V3C99_015495
NNNNNN	V3C99_015496
NNNNNN	V3C99_015498
NNNNNN	V3C99_015500
NNNNNN	V3C99_015517
T27E9.2	V3C99_015521
cyl-1	V3C99_015522
NNNNNN	V3C99_015524
mans-2	V3C99_015526
snr-4	V3C99_015527
mif-2	V3C99_015528
NNNNNN	V3C99_015529
NNNNNN	V3C99_015533
let-355	V3C99_015535
unc-62	V3C99_015537
osm-6	V3C99_015538
tmed-12	V3C99_015548
tmed-4	V3C99_015548
gly-4	V3C99_015549
fars-2	V3C99_015550
NNNNNN	V3C99_015551
C37H5.13	V3C99_015552
nex-4	V3C99_015553
NNNNNN	V3C99_015554
NNNNNN	V3C99_015556
NNNNNN	V3C99_015560
NNNNNN	V3C99_015563
NNNNNN	V3C99_015563
NNNNNN	V3C99_015563
NNNNNN	V3C99_015563
NNNNNN	V3C99_015563
NNNNNN	V3C99_015564
NNNNNN	V3C99_015565
NNNNNN	V3C99_015568
eat-6	V3C99_015570
max-1	V3C99_015572
NNNNNN	V3C99_015575
NNNNNN	V3C99_015576
ska-1	V3C99_015578
frm-7	V3C99_015581
NNNNNN	V3C99_015582
NNNNNN	V3C99_015590
zwl-1	V3C99_015592
myo-3	V3C99_015594
sluh-7	V3C99_015595
magu-2	V3C99_015596
NNNNNN	V3C99_015597
NNNNNN	V3C99_015598
NNNNNN	V3C99_015604
bcl-11	V3C99_015607
xbx-1	V3C99_015621
NNNNNN	V3C99_015626
vars-1	V3C99_015630
algn-12	V3C99_015632
glrx-3	V3C99_015634
NNNNNN	V3C99_015635
NNNNNN	V3C99_015636
ZK632.4	V3C99_015637
sptl-3	V3C99_015641
NNNNNN	V3C99_015646
NNNNNN	V3C99_015648
dna-2	V3C99_015650
pes-9	V3C99_015651
NNNNNN	V3C99_015653
ztf-7	V3C99_015656
F46B6.6	V3C99_015657
F46B6.4	V3C99_015659
F46B6.12	V3C99_015660
egl-46	V3C99_015661
NNNNNN	V3C99_015662
Y97E10AL.1	V3C99_015663
NNNNNN	V3C99_015664
NNNNNN	V3C99_015665
klc-2	V3C99_015666
NNNNNN	V3C99_015667
ncx-1	V3C99_015670
sec-23	V3C99_015671
NNNNNN	V3C99_015676
slo-1	V3C99_015680
NNNNNN	V3C99_015681
dre-1	V3C99_015682
abcf-1	V3C99_015684
C54D10.10	V3C99_015685
dop-2	V3C99_015686
Y48G1C.12	V3C99_015688
NNNNNN	V3C99_015691
sti-1	V3C99_015692
lec-12	V3C99_015693
NNNNNN	V3C99_015694
NNNNNN	V3C99_015694
NNNNNN	V3C99_015697
B0207.6	V3C99_015698
mett-10	V3C99_015700
ZK856.5	V3C99_015701
cpz-2	V3C99_015703
ifbp-1	V3C99_015704
zipt-9	V3C99_015705
NNNNNN	V3C99_015706
R186.3	V3C99_015707
NNNNNN	V3C99_015713
NNNNNN	V3C99_015718
NNNNNN	V3C99_015727
NNNNNN	V3C99_015737
NNNNNN	V3C99_015739
snt-5	V3C99_015744
acr-8	V3C99_015748
C56C10.6	V3C99_015753
F54H5.2	V3C99_015753
snt-3	V3C99_015758
unc-112	V3C99_015767
rft-2	V3C99_015768
rft-1	V3C99_015768
NNNNNN	V3C99_015769
NNNNNN	V3C99_015771
ncs-5	V3C99_015775
NNNNNN	V3C99_015777
NNNNNN	V3C99_015778
fut-8	V3C99_015780
NNNNNN	V3C99_015781
gmpr-1	V3C99_015782
NNNNNN	V3C99_015789
T10B5.3	V3C99_015790
slfl-5	V3C99_015792
NNNNNN	V3C99_015800
NNNNNN	V3C99_015806
NNNNNN	V3C99_015807
ttx-1	V3C99_015809
hmp-1	V3C99_015812
emc-6	V3C99_015813
asp-5	V3C99_015824
NNNNNN	V3C99_015824
asp-5	V3C99_015825
NNNNNN	V3C99_015825
C10G8.8	V3C99_015827
emc-6	V3C99_015829
ceh-34	V3C99_015836
C10G8.8	V3C99_015837
dhs-20	V3C99_015840
cul-5	V3C99_015841
mnr-1	V3C99_015842
C23G10.2	V3C99_015843
tag-290	V3C99_015847
NNNNNN	V3C99_015848
NNNNNN	V3C99_015849
symk-1	V3C99_015850
C10B5.1	V3C99_015852
pxn-1	V3C99_015853
NNNNNN	V3C99_015854
NNNNNN	V3C99_015856
NNNNNN	V3C99_015858
NNNNNN	V3C99_015858
smk-1	V3C99_015860
R07G3.8	V3C99_015861
cdc-42	V3C99_015862
NNNNNN	V3C99_015863
F41E6.5	V3C99_015866
tag-196	V3C99_015869
NNNNNN	V3C99_015870
NNNNNN	V3C99_015871
atg-18	V3C99_015872
cpi-2	V3C99_015877
NNNNNN	V3C99_015878
picc-1	V3C99_015883
aps-1	V3C99_015884
M02B7.2	V3C99_015886
R02D3.8	V3C99_015886
M02B7.2	V3C99_015889
R02D3.8	V3C99_015889
NNNNNN	V3C99_015892
NNNNNN	V3C99_015893
NNNNNN	V3C99_015893
NNNNNN	V3C99_015894
NNNNNN	V3C99_015894
NNNNNN	V3C99_015895
mrg-1	V3C99_015896
NNNNNN	V3C99_015897
NNNNNN	V3C99_015898
NNNNNN	V3C99_015899
B0001.4	V3C99_015901
B0001.4	V3C99_015902
nphp-4	V3C99_015907
NNNNNN	V3C99_015908
NNNNNN	V3C99_015909
NNNNNN	V3C99_015910
pkc-1	V3C99_015925
NNNNNN	V3C99_015926
eif-2A	V3C99_015929
NNNNNN	V3C99_015933
NNNNNN	V3C99_015933
mks-3	V3C99_015934
NNNNNN	V3C99_015938
NNNNNN	V3C99_015947
NNNNNN	V3C99_015950
rpt-2	V3C99_015951
jmjc-1	V3C99_015952
NNNNNN	V3C99_015964
T06E6.1	V3C99_015965
picd-1	V3C99_015966
T06E6.1	V3C99_015967
trm-1	V3C99_015968
exc-14	V3C99_015969
NNNNNN	V3C99_015970
NNNNNN	V3C99_015977
F47G9.4	V3C99_015981
tmed-10	V3C99_015991
Y60A3A.19	V3C99_015992
NNNNNN	V3C99_015993
NNNNNN	V3C99_015994
fpn-1.2	V3C99_015995
tbc-7	V3C99_015996
ges-1	V3C99_016000
adss-1	V3C99_016005
hsp-6	V3C99_016007
C37H5.5	V3C99_016008
acr-10	V3C99_016013
bre-4	V3C99_016014
bre-4	V3C99_016015
bre-4	V3C99_016016
NNNNNN	V3C99_016018
aps-2	V3C99_016020
NNNNNN	V3C99_016021
B0024.13	V3C99_016023
NNNNNN	V3C99_016024
cdf-2	V3C99_016027
NNNNNN	V3C99_016028
NNNNNN	V3C99_016029
NNNNNN	V3C99_016030
NNNNNN	V3C99_016036
NNNNNN	V3C99_016038
Y57E12AL.1	V3C99_016042
tmem-258	V3C99_016043
NNNNNN	V3C99_016044
sma-1	V3C99_016045
cosa-1	V3C99_016050
prdx-2	V3C99_016051
algn-2	V3C99_016053
F09E5.3	V3C99_016054
NNNNNN	V3C99_016055
NNNNNN	V3C99_016061
rbx-1	V3C99_016062
NNNNNN	V3C99_016063
NNNNNN	V3C99_016067
abhd-12	V3C99_016068
rcor-1	V3C99_016070
NNNNNN	V3C99_016072
cubn-1	V3C99_016074
NNNNNN	V3C99_016086
NNNNNN	V3C99_016087
sut-2	V3C99_016088
chn-1	V3C99_016089
sos-1	V3C99_016090
unc-23	V3C99_016096
C50B6.7	V3C99_016097
C01G10.7	V3C99_016103
atg-13	V3C99_016104
ahsa-1	V3C99_016107
NNNNNN	V3C99_016108
NNNNNN	V3C99_016110
rhr-1	V3C99_016113
cat-4	V3C99_016117
NNNNNN	V3C99_016119
gpc-1	V3C99_016120
skp-1	V3C99_016122
NNNNNN	V3C99_016124
NNNNNN	V3C99_016125
cand-1	V3C99_016131
ctps-1	V3C99_016132
NNNNNN	V3C99_016164
NNNNNN	V3C99_016166
bus-18	V3C99_016167
sel-11	V3C99_016168
syx-5	V3C99_016169
F55A11.1	V3C99_016170
NNNNNN	V3C99_016172
uvs-1	V3C99_016178
uvs-1	V3C99_016180
mrpl-49	V3C99_016181
R11D1.10	V3C99_016182
NNNNNN	V3C99_016184
NNNNNN	V3C99_016189
NNNNNN	V3C99_016191
NNNNNN	V3C99_016191
NNNNNN	V3C99_016191
NNNNNN	V3C99_016191
umps-1	V3C99_016193
crn-2	V3C99_016194
mrpl-48	V3C99_016195
vps-37	V3C99_016196
NNNNNN	V3C99_016197
trpp-6	V3C99_016199
NNNNNN	V3C99_016200
ceh-22	V3C99_016201
NNNNNN	V3C99_016202
gsp-1	V3C99_016203
NNNNNN	V3C99_016204
mfsd-11	V3C99_016205
reps-1	V3C99_016213
NNNNNN	V3C99_016215
mrps-35	V3C99_016216
NNNNNN	V3C99_016221
NNNNNN	V3C99_016222
NNNNNN	V3C99_016225
ubh-1	V3C99_016227
dpy-11	V3C99_016228
R31.2	V3C99_016230
NNNNNN	V3C99_016231
NNNNNN	V3C99_016232
ZK856.11	V3C99_016233
NNNNNN	V3C99_016236
xpo-1	V3C99_016238
NNNNNN	V3C99_016239
NNNNNN	V3C99_016245
nmr-2	V3C99_016246
spas-1	V3C99_016247
F44A2.5	V3C99_016248
NNNNNN	V3C99_016254
NNNNNN	V3C99_016255
Y38A10A.7	V3C99_016257
Y39B6A.3	V3C99_016258
Y50D4C.3	V3C99_016259
Y50D4C.6	V3C99_016260
sqv-6	V3C99_016261
ccnk-1	V3C99_016262
dgtr-1	V3C99_016263
NNNNNN	V3C99_016264
C44B11.1	V3C99_016265
NNNNNN	V3C99_016266
mdh-1	V3C99_016268
W01A11.1	V3C99_016268
NNNNNN	V3C99_016269
pgph-3	V3C99_016271
pgph-2	V3C99_016271
pgph-1	V3C99_016271
NNNNNN	V3C99_016274
NNNNNN	V3C99_016276
hrg-9	V3C99_016277
hrg-10	V3C99_016277
Y59A8B.8	V3C99_016279
nova-1	V3C99_016281
rbg-1	V3C99_016283
T02H6.11	V3C99_016285
istr-1	V3C99_016286
cdkr-3	V3C99_016288
F32D8.13	V3C99_016290
sec-61.G	V3C99_016291
NNNNNN	V3C99_016292
NNNNNN	V3C99_016293
NNNNNN	V3C99_016294
NNNNNN	V3C99_016294
NNNNNN	V3C99_016294
NNNNNN	V3C99_016294
NNNNNN	V3C99_016295
NNNNNN	V3C99_016295
NNNNNN	V3C99_016295
NNNNNN	V3C99_016295
unc-45	V3C99_016297
drsh-1	V3C99_016300
clp-9	V3C99_016301
clp-10	V3C99_016301
cfz-2	V3C99_016302
zmp-3	V3C99_016308
hex-2	V3C99_016309
mls-1	V3C99_016313
fut-6	V3C99_016314
NNNNNN	V3C99_016315
NNNNNN	V3C99_016316
NNNNNN	V3C99_016347
NNNNNN	V3C99_016349
NNNNNN	V3C99_016354
shw-3	V3C99_016355
moc-1	V3C99_016356
pnn-1	V3C99_016356
NNNNNN	V3C99_016358
shw-3	V3C99_016359
pst-1	V3C99_016366
syf-3	V3C99_016367
unc-76	V3C99_016369
C01G10.10	V3C99_016370
rsp-1	V3C99_016371
NNNNNN	V3C99_016372
NNNNNN	V3C99_016372
NNNNNN	V3C99_016375
C05C8.5	V3C99_016376
NNNNNN	V3C99_016377
NNNNNN	V3C99_016377
NNNNNN	V3C99_016377
NNNNNN	V3C99_016377
NNNNNN	V3C99_016377
NNNNNN	V3C99_016377
NNNNNN	V3C99_016377
NNNNNN	V3C99_016377
NNNNNN	V3C99_016377
NNNNNN	V3C99_016380
NNNNNN	V3C99_016381
NNNNNN	V3C99_016381
NNNNNN	V3C99_016381
NNNNNN	V3C99_016381
NNNNNN	V3C99_016381
NNNNNN	V3C99_016381
NNNNNN	V3C99_016381
NNNNNN	V3C99_016381
NNNNNN	V3C99_016381
NNNNNN	V3C99_016381
NNNNNN	V3C99_016381
NNNNNN	V3C99_016393
sel-1	V3C99_016396
mrps-5	V3C99_016397
rpm-1	V3C99_016398
H14N18.4	V3C99_016402
H14N18.4	V3C99_016403
bbs-8	V3C99_016406
NNNNNN	V3C99_016407
pacs-1	V3C99_016412
F44E7.9	V3C99_016413
ZC250.2	V3C99_016414
ttb-1	V3C99_016416
