	WormGEMid	GeneID1
23791	M05D6.1	V3C99_014124
23792	crt-1	V3C99_014125
23795	F35C11.3	V3C99_014126
23796	M05D6.1	V3C99_014126
23797	crt-1	V3C99_014127
23800	act-1	V3C99_014129
23801	act-2	V3C99_014129
23802	act-3	V3C99_014129
23803	act-4	V3C99_014129
23804	act-1	V3C99_014130
23805	act-2	V3C99_014130
23806	act-3	V3C99_014130
23807	act-4	V3C99_014130
23808	act-1	V3C99_014131
23809	act-2	V3C99_014131
23810	act-3	V3C99_014131
23811	act-4	V3C99_014131
23812	C14B1.3	V3C99_014132
23813	sde-2	V3C99_014133
23814	F53F4.11	V3C99_014134
23815	NNNNNN	V3C99_014137
23818	C50F4.16	V3C99_014140
23819	NNNNNN	V3C99_014141
23820	NNNNNN	V3C99_014142
23821	NNNNNN	V3C99_014143
23822	eea-1	V3C99_014145
23823	NNNNNN	V3C99_014146
23830	tsfm-1	V3C99_014152
23831	NNNNNN	V3C99_014154
23833	NNNNNN	V3C99_014158
23836	taf-10	V3C99_014161
23837	fkb-6	V3C99_014162
23838	C05C8.7	V3C99_014163
23839	NNNNNN	V3C99_014164
23840	cal-1	V3C99_014166
23841	lipl-1	V3C99_014168
23842	lipl-3	V3C99_014168
23843	lipl-5	V3C99_014168
23844	NNNNNN	V3C99_014169
23860	NNNNNN	V3C99_014171
23861	NNNNNN	V3C99_014172
23879	NNNNNN	V3C99_014175
23881	gtf-2F2	V3C99_014178
23882	tgt-2	V3C99_014179
23883	Y39B6A.34	V3C99_014179
23884	nxf-1	V3C99_014180
23886	hpo-9	V3C99_014181
23890	NNNNNN	V3C99_014187
23891	NNNNNN	V3C99_014188
23892	NNNNNN	V3C99_014189
23897	NNNNNN	V3C99_014191
23898	rgef-1	V3C99_014192
23899	ehbp-1	V3C99_014193
23900	C15C8.4	V3C99_014194
23902	rps-4	V3C99_014197
23903	Y43B11AR.3	V3C99_014198
23904	NNNNNN	V3C99_014199
23906	F08F3.4	V3C99_014200
23907	rmd-2	V3C99_014201
23909	C27H6.8	V3C99_014202
23910	cash-1	V3C99_014203
23911	ugt-49	V3C99_014204
23912	NNNNNN	V3C99_014206
23913	slc-25A29	V3C99_014207
23914	pmp-3	V3C99_014208
23915	rfc-1	V3C99_014209
23916	C38C3.4	V3C99_014210
23917	NNNNNN	V3C99_014211
23918	NNNNNN	V3C99_014211
23919	NNNNNN	V3C99_014211
23920	NNNNNN	V3C99_014211
23921	NNNNNN	V3C99_014211
23923	NNNNNN	V3C99_014211
23927	NNNNNN	V3C99_014212
23935	T28B4.1	V3C99_014213
23936	W01F3.2	V3C99_014214
23937	NNNNNN	V3C99_014217
23943	uig-1	V3C99_014220
23944	NNNNNN	V3C99_014221
23945	NNNNNN	V3C99_014222
23950	NNNNNN	V3C99_014227
23951	NNNNNN	V3C99_014228
23952	NNNNNN	V3C99_014229
23953	NNNNNN	V3C99_014234
23962	hex-1	V3C99_014236
23963	hex-1	V3C99_014237
23964	NNNNNN	V3C99_014238
23966	hil-3	V3C99_014239
23971	zipt-16	V3C99_014241
23975	NNNNNN	V3C99_014256
23977	NNNNNN	V3C99_014256
23978	chw-1	V3C99_014258
23979	NNNNNN	V3C99_014259
23980	cyp-32A1	V3C99_014260
23982	pitr-4	V3C99_014263
23983	F53F8.5	V3C99_014266
23984	NNNNNN	V3C99_014267
24000	F21A3.11	V3C99_014279
24002	B0024.15	V3C99_014280
24013	B0024.15	V3C99_014282
24021	ric-4	V3C99_014284
24022	akt-1	V3C99_014285
24025	snb-1	V3C99_014287
24027	syx-18	V3C99_014288
24028	npp-15	V3C99_014290
24033	NNNNNN	V3C99_014304
24034	dyci-1	V3C99_014305
24035	NNNNNN	V3C99_014306
24036	NNNNNN	V3C99_014306
24039	NNNNNN	V3C99_014306
24040	NNNNNN	V3C99_014306
24044	NNNNNN	V3C99_014307
24045	NNNNNN	V3C99_014307
24048	NNNNNN	V3C99_014307
24049	NNNNNN	V3C99_014307
24053	NNNNNN	V3C99_014309
24055	nkcc-1	V3C99_014311
24056	soc-1	V3C99_014321
24057	srp-1	V3C99_014322
24058	srp-2	V3C99_014322
24063	algn-5	V3C99_014324
24064	rpac-40	V3C99_014325
24065	H43I07.1	V3C99_014326
24067	NNNNNN	V3C99_014328
24068	NNNNNN	V3C99_014329
24070	hsp-90	V3C99_014332
24071	C47E8.4	V3C99_014333
24090	NNNNNN	V3C99_014336
24091	NNNNNN	V3C99_014339
24122	NNNNNN	V3C99_014342
24123	NNNNNN	V3C99_014343
24139	kvs-2	V3C99_014347
24140	NNNNNN	V3C99_014348
24153	kvs-3	V3C99_014355
24154	NNNNNN	V3C99_014356
24155	B0035.3	V3C99_014358
24156	dnj-22	V3C99_014359
24160	NNNNNN	V3C99_014363
24164	NNNNNN	V3C99_014364
24166	NNNNNN	V3C99_014365
24167	C56A3.4	V3C99_014366
24224	NNNNNN	V3C99_014371
24225	sbt-1	V3C99_014373
24226	num-1	V3C99_014379
24227	NNNNNN	V3C99_014380
24228	NNNNNN	V3C99_014380
24252	NNNNNN	V3C99_014390
24361	rhr-2	V3C99_014399
24362	tre-3	V3C99_014400
24363	ceh-32	V3C99_014402
24365	NNNNNN	V3C99_014404
24368	dhs-21	V3C99_014409
24371	memo-1	V3C99_014411
24373	lgc-36	V3C99_014415
24374	NNNNNN	V3C99_014417
24375	F22F7.7	V3C99_014421
24376	rme-1	V3C99_014423
24377	unc-45	V3C99_014424
24378	NNNNNN	V3C99_014425
24384	NNNNNN	V3C99_014427
24398	NNNNNN	V3C99_014431
24399	dcs-1	V3C99_014432
24400	fre-1	V3C99_014433
24402	NNNNNN	V3C99_014435
24404	gcst-1	V3C99_014438
24405	NNNNNN	V3C99_014439
24406	NNNNNN	V3C99_014440
24407	rpl-38	V3C99_014441
24408	NNNNNN	V3C99_014443
24437	trx-2	V3C99_014447
24440	vps-39	V3C99_014448
24441	C16D9.6	V3C99_014450
24442	NNNNNN	V3C99_014451
24443	dvc-1	V3C99_014452
24445	NNNNNN	V3C99_014454
24448	rmd-2	V3C99_014456
24464	NNNNNN	V3C99_014462
24489	NNNNNN	V3C99_014476
24490	arid-1	V3C99_014477
24491	F32D8.14	V3C99_014478
24492	F32D8.4	V3C99_014479
24493	F32D8.12	V3C99_014480
24501	bud-13	V3C99_014482
24502	plrg-1	V3C99_014483
24503	prp-38	V3C99_014484
24504	secs-1	V3C99_014485
24521	NNNNNN	V3C99_014490
24522	NNNNNN	V3C99_014491
24525	NNNNNN	V3C99_014494
24527	NNNNNN	V3C99_014495
24529	figl-1	V3C99_014496
24530	npp-22	V3C99_014497
24531	NNNNNN	V3C99_014500
24533	NNNNNN	V3C99_014501
24535	npp-22	V3C99_014502
24536	NNNNNN	V3C99_014503
24541	B0024.15	V3C99_014509
24552	NNNNNN	V3C99_014510
24553	nol-16	V3C99_014511
24554	NNNNNN	V3C99_014515
24555	NNNNNN	V3C99_014516
24556	NNNNNN	V3C99_014517
24571	NNNNNN	V3C99_014523
24572	rmh-2	V3C99_014524
24573	NNNNNN	V3C99_014526
24575	eelo-1	V3C99_014531
24576	ZK287.7	V3C99_014532
24579	xbx-6	V3C99_014535
24580	mrck-1	V3C99_014537
24581	NNNNNN	V3C99_014545
24597	NNNNNN	V3C99_014548
24598	NNNNNN	V3C99_014548
24602	NNNNNN	V3C99_014568
24603	NNNNNN	V3C99_014568
24604	NNNNNN	V3C99_014568
24605	NNNNNN	V3C99_014572
24608	NNNNNN	V3C99_014576
24609	rps-30	V3C99_014579
24610	NNNNNN	V3C99_014580
24611	NNNNNN	V3C99_014581
24612	Y32F6B.1	V3C99_014582
24614	NNNNNN	V3C99_014583
24615	NNNNNN	V3C99_014584
24616	pha-4	V3C99_014585
24618	NNNNNN	V3C99_014588
24664	NNNNNN	V3C99_014600
24665	T25B9.4	V3C99_014601
24669	sul-2	V3C99_014604
24670	sul-2	V3C99_014609
24673	smoc-1	V3C99_014620
24674	smoc-1	V3C99_014621
24676	NNNNNN	V3C99_014626
24677	gld-1	V3C99_014627
24679	snap-1	V3C99_014629
24680	pgs-1	V3C99_014631
24681	ncx-5	V3C99_014633
24682	Y32F6B.1	V3C99_014635
24684	NNNNNN	V3C99_014643
24685	cgp-1	V3C99_014644
24687	NNNNNN	V3C99_014647
24688	NNNNNN	V3C99_014648
24690	NNNNNN	V3C99_014648
24691	saeg-1	V3C99_014650
24697	K03B8.6	V3C99_014656
24728	NNNNNN	V3C99_014659
24729	NNNNNN	V3C99_014660
24730	H27A22.1	V3C99_014667
24731	scpl-4	V3C99_014668
24732	marc-2	V3C99_014669
24733	abhd-3.1	V3C99_014671
24734	abhd-3.2	V3C99_014671
24735	stn-2	V3C99_014675
24736	stn-2	V3C99_014677
24737	NNNNNN	V3C99_014678
24738	C13F10.7	V3C99_014680
24739	kxd-1	V3C99_014681
24740	C13F10.7	V3C99_014682
24741	kxd-1	V3C99_014683
24742	hpo-31	V3C99_014689
24743	sel-10	V3C99_014690
24744	ceh-24	V3C99_014692
24745	tag-120	V3C99_014693
24748	NNNNNN	V3C99_014695
24749	NNNNNN	V3C99_014696
24750	T28H10.1	V3C99_014698
24752	rbm-25	V3C99_014699
24753	NNNNNN	V3C99_014700
24754	mrps-11	V3C99_014701
24755	NNNNNN	V3C99_014702
24756	NNNNNN	V3C99_014706
24759	NNNNNN	V3C99_014707
24761	NNNNNN	V3C99_014707
24763	lgmn-1	V3C99_014710
24767	lgmn-1	V3C99_014714
24768	haf-3	V3C99_014715
24769	dlst-1	V3C99_014716
24770	haf-3	V3C99_014717
24771	W02F12.4	V3C99_014718
24773	fan-1	V3C99_014721
24774	lmd-3	V3C99_014722
24775	wdr-62	V3C99_014724
24783	gly-1	V3C99_014729
24784	unc-68	V3C99_014731
24785	lipl-6	V3C99_014732
24798	NNNNNN	V3C99_014735
24799	NNNNNN	V3C99_014737
24800	cri-2	V3C99_014738
24801	F20D6.11	V3C99_014739
24807	NNNNNN	V3C99_014740
24808	NNNNNN	V3C99_014740
24809	NNNNNN	V3C99_014740
24835	NNNNNN	V3C99_014743
24836	NNNNNN	V3C99_014743
24861	NNNNNN	V3C99_014745
24864	NNNNNN	V3C99_014745
24890	NNNNNN	V3C99_014746
24893	NNNNNN	V3C99_014746
24934	NNNNNN	V3C99_014751
24935	NNNNNN	V3C99_014751
24936	NNNNNN	V3C99_014751
24937	NNNNNN	V3C99_014751
24963	NNNNNN	V3C99_014752
24966	NNNNNN	V3C99_014752
24990	mes-4	V3C99_014755
24991	cyp-13A7	V3C99_014759
24995	cyp-13A11	V3C99_014759
24996	cyp-13A12	V3C99_014759
24998	cyp-13A4	V3C99_014759
24999	cyp-13A5	V3C99_014759
25002	cyp-13A3	V3C99_014759
25004	cyp-13A1	V3C99_014759
25005	cyp-13A10	V3C99_014759
25010	cyp-13A7	V3C99_014761
25014	cyp-13A11	V3C99_014761
25015	cyp-13A12	V3C99_014761
25017	cyp-13A4	V3C99_014761
25018	cyp-13A5	V3C99_014761
25021	cyp-13A3	V3C99_014761
25023	cyp-13A1	V3C99_014761
25024	cyp-13A10	V3C99_014761
25029	famh-161	V3C99_014762
25034	ret-1	V3C99_014771
25035	NNNNNN	V3C99_014772
25039	NNNNNN	V3C99_014778
25040	NNNNNN	V3C99_014779
25041	R07B7.8	V3C99_014781
25042	R07B7.9	V3C99_014781
25046	NNNNNN	V3C99_014793
25047	NNNNNN	V3C99_014795
25048	NNNNNN	V3C99_014796
25049	NNNNNN	V3C99_014797
25050	NNNNNN	V3C99_014797
25051	lpin-1	V3C99_014798
25052	rom-3	V3C99_014801
25053	rom-4	V3C99_014801
25054	NNNNNN	V3C99_014802
25055	NNNNNN	V3C99_014805
25056	NNNNNN	V3C99_014805
25057	NNNNNN	V3C99_014805
25058	NNNNNN	V3C99_014806
25059	NNNNNN	V3C99_014806
25060	NNNNNN	V3C99_014806
25063	NNNNNN	V3C99_014807
25064	NNNNNN	V3C99_014807
25065	NNNNNN	V3C99_014807
25070	NNNNNN	V3C99_014811
25071	NNNNNN	V3C99_014811
25072	NNNNNN	V3C99_014811
25073	NNNNNN	V3C99_014811
25075	NNNNNN	V3C99_014812
25076	NNNNNN	V3C99_014813
25084	rskd-1	V3C99_014815
25085	srpa-68	V3C99_014816
25087	NNNNNN	V3C99_014818
25090	NNNNNN	V3C99_014823
25091	NNNNNN	V3C99_014824
25092	NNNNNN	V3C99_014825
25093	NNNNNN	V3C99_014826
25094	spl-2	V3C99_014827
25095	NNNNNN	V3C99_014830
25101	NNNNNN	V3C99_014834
25104	NNNNNN	V3C99_014836
25105	NNNNNN	V3C99_014837
25112	ptd-2	V3C99_014843
25128	F25B4.8	V3C99_014850
25130	Y42A5A.5	V3C99_014866
25131	erfa-3	V3C99_014867
25135	cdkl-1	V3C99_014870
25137	cdkl-1	V3C99_014872
25138	Y42A5A.1	V3C99_014873
25139	NNNNNN	V3C99_014874
25140	NNNNNN	V3C99_014875
25141	NNNNNN	V3C99_014875
25142	fib-1	V3C99_014879
25143	rps-16	V3C99_014880
25145	ampd-1	V3C99_014882
25154	NNNNNN	V3C99_014886
25155	cnb-1	V3C99_014889
25156	NNNNNN	V3C99_014891
25159	NNNNNN	V3C99_014896
25160	NNNNNN	V3C99_014898
25161	col-43	V3C99_014899
25162	NNNNNN	V3C99_014899
25163	tomm-20	V3C99_014900
25164	NNNNNN	V3C99_014901
25165	Y39B6A.33	V3C99_014902
25167	acdh-3	V3C99_014903
25171	hsp-16.41	V3C99_014904
25172	hsp-16.48	V3C99_014904
25173	hsp-16.49	V3C99_014904
25177	acdh-3	V3C99_014905
25178	NNNNNN	V3C99_014906
25179	cgp-1	V3C99_014907
25180	NNNNNN	V3C99_014912
25183	pax-1	V3C99_014914
25184	nol-56	V3C99_014915
25185	NNNNNN	V3C99_014917
25186	NNNNNN	V3C99_014917
25187	NNNNNN	V3C99_014917
25188	NNNNNN	V3C99_014917
25189	NNNNNN	V3C99_014917
25192	emb-4	V3C99_014927
25193	gly-7	V3C99_014928
25194	NNNNNN	V3C99_014928
25196	NNNNNN	V3C99_014929
25197	NNNNNN	V3C99_014929
25198	NNNNNN	V3C99_014932
25203	cpr-6	V3C99_014936
25204	NNNNNN	V3C99_014937
25205	R10D12.13	V3C99_014938
25206	NNNNNN	V3C99_014939
25207	NNNNNN	V3C99_014941
25209	sptl-2	V3C99_014944
25212	NNNNNN	V3C99_014950
25213	NNNNNN	V3C99_014951
25214	NNNNNN	V3C99_014952
25215	NNNNNN	V3C99_014953
25216	NNNNNN	V3C99_014956
25217	NNNNNN	V3C99_014958
25219	mct-6	V3C99_014962
25221	mlk-1	V3C99_014963
25224	pqn-51	V3C99_014965
25225	NNNNNN	V3C99_014967
25227	NNNNNN	V3C99_014968
25228	NNNNNN	V3C99_014968
25229	NNNNNN	V3C99_014968
25230	NNNNNN	V3C99_014969
25231	NNNNNN	V3C99_014969
25232	NNNNNN	V3C99_014969
25234	C39F7.5	V3C99_014972
25235	rab-1	V3C99_014973
25238	NNNNNN	V3C99_014976
25239	NNNNNN	V3C99_014981
25241	NNNNNN	V3C99_014981
25242	spe-42	V3C99_014989
25243	asns-1	V3C99_014990
25245	acds-10	V3C99_014992
25246	NNNNNN	V3C99_014993
25247	NNNNNN	V3C99_014994
25248	T03D8.6	V3C99_014995
25249	NNNNNN	V3C99_014996
25250	NNNNNN	V3C99_014998
25251	hif-1	V3C99_014999
25252	pitr-2	V3C99_015001
25253	pitr-3	V3C99_015001
25256	lin-40	V3C99_015010
25257	NNNNNN	V3C99_015011
25258	NNNNNN	V3C99_015012
25260	NNNNNN	V3C99_015018
25261	NNNNNN	V3C99_015020
25262	NNNNNN	V3C99_015021
25263	unc-80	V3C99_015023
25265	idhg-1	V3C99_015025
25266	moma-1	V3C99_015026
25267	kmo-1	V3C99_015027
25268	elp-1	V3C99_015028
25269	NNNNNN	V3C99_015032
25270	NNNNNN	V3C99_015036
25275	NNNNNN	V3C99_015038
25279	dmd-10	V3C99_015039
25282	cyp-33D3	V3C99_015041
25286	cyp-33C9	V3C99_015041
25287	cyp-33C7	V3C99_015041
25288	cyp-33C5	V3C99_015041
25289	cyp-33C3	V3C99_015041
25292	cyp-33C4	V3C99_015041
25295	NNNNNN	V3C99_015042
25296	NNNNNN	V3C99_015053
25297	NNNNNN	V3C99_015055
25298	C27A7.5	V3C99_015056
25299	aqp-3	V3C99_015059
25300	lev-9	V3C99_015060
25301	peli-1	V3C99_015066
25302	NNNNNN	V3C99_015067
25303	T19B10.5	V3C99_015069
25304	rad-50	V3C99_015071
25306	NNNNNN	V3C99_015076
25307	spe-26	V3C99_015078
25308	usp-50	V3C99_015079
25310	B0416.5	V3C99_015080
25311	dhod-1	V3C99_015081
25312	NNNNNN	V3C99_015082
25313	prmt-1	V3C99_015083
25314	mdt-17	V3C99_015084
25315	egl-3	V3C99_015085
25316	C51E3.6	V3C99_015086
25319	rin-1	V3C99_015087
25320	NNNNNN	V3C99_015089
25322	F54E12.2	V3C99_015091
25324	T23H2.3	V3C99_015091
25325	dkf-2	V3C99_015092
25326	tmd-2	V3C99_015094
25327	E01A2.1	V3C99_015095
25328	E01A2.1	V3C99_015097
25362	NNNNNN	V3C99_015106
25363	NNNNNN	V3C99_015107
25364	NNNNNN	V3C99_015108
25365	rtfo-1	V3C99_015109
25366	NNNNNN	V3C99_015110
25368	eif-2Bdelta	V3C99_015113
25369	NNNNNN	V3C99_015114
25370	NNNNNN	V3C99_015115
25371	NNNNNN	V3C99_015116
25372	NNNNNN	V3C99_015117
25373	klp-18	V3C99_015121
25374	ints-1	V3C99_015122
25375	Y43F8B.2	V3C99_015123
25376	NNNNNN	V3C99_015125
25377	ccz-1	V3C99_015128
25409	NNNNNN	V3C99_015134
25410	NNNNNN	V3C99_015139
25415	lmtr-3	V3C99_015143
25416	C06H2.2	V3C99_015144
25417	NNNNNN	V3C99_015145
25418	NNNNNN	V3C99_015146
25419	angl-1	V3C99_015147
25420	angl-1	V3C99_015148
25421	W02H5.8	V3C99_015149
25422	NNNNNN	V3C99_015150
25423	NNNNNN	V3C99_015150
25425	cyp-33D3	V3C99_015153
25429	cyp-33C9	V3C99_015153
25430	cyp-33C7	V3C99_015153
25431	cyp-33C5	V3C99_015153
25432	cyp-33C3	V3C99_015153
25435	cyp-33C4	V3C99_015153
25439	NNNNNN	V3C99_015155
25440	C14C10.5	V3C99_015156
25441	NNNNNN	V3C99_015157
25442	tasp-1	V3C99_015158
25443	lmn-1	V3C99_015160
25444	ucp-4	V3C99_015161
25445	coq-6	V3C99_015162
25446	myo-5	V3C99_015163
25447	npr-5	V3C99_015165
25448	F44A2.3	V3C99_015169
25449	C24G6.8	V3C99_015170
25451	NNNNNN	V3C99_015172
25453	NNNNNN	V3C99_015174
25454	NNNNNN	V3C99_015175
25455	cyp-42A1	V3C99_015176
25457	NNNNNN	V3C99_015184
25458	mpst-1	V3C99_015185
25459	NNNNNN	V3C99_015185
25460	mpst-1	V3C99_015186
25461	tig-2	V3C99_015188
25462	F39G3.4	V3C99_015190
25463	F39G3.5	V3C99_015190
25464	prx-6	V3C99_015191
25466	prp-39	V3C99_015194
25467	hmgs-1	V3C99_015195
25470	NNNNNN	V3C99_015197
25471	NNNNNN	V3C99_015197
25472	pyc-1	V3C99_015200
25473	R11D1.1	V3C99_015202
25474	acl-6	V3C99_015203
25476	NNNNNN	V3C99_015210
25479	F53F8.5	V3C99_015215
25480	K07A1.3	V3C99_015216
25483	hlh-15	V3C99_015220
25485	algn-7	V3C99_015223
25488	pph-5	V3C99_015226
25489	adh-5	V3C99_015227
25490	trm-2A	V3C99_015227
25491	gar-3	V3C99_015228
25492	NNNNNN	V3C99_015229
25494	NNNNNN	V3C99_015232
25495	F32D8.5	V3C99_015233
25496	kcnl-1	V3C99_015234
25497	dlat-1	V3C99_015236
25498	gcs-1	V3C99_015237
25499	capg-2	V3C99_015239
25500	dlg-1	V3C99_015242
25511	cel-1	V3C99_015246
25512	NNNNNN	V3C99_015247
25513	NNNNNN	V3C99_015249
25514	vab-8	V3C99_015251
25515	ogdh-2	V3C99_015252
25516	rnp-1	V3C99_015255
25517	dpy-30	V3C99_015256
25519	NNNNNN	V3C99_015264
25520	NNNNNN	V3C99_015265
25521	cbs-1	V3C99_015269
25522	cbs-2	V3C99_015269
25523	F32D8.15	V3C99_015273
25524	NNNNNN	V3C99_015274
25526	NNNNNN	V3C99_015277
25527	NNNNNN	V3C99_015279
25528	F09G2.2	V3C99_015280
25529	NNNNNN	V3C99_015282
25530	npr-13	V3C99_015286
25531	NNNNNN	V3C99_015287
25532	NNNNNN	V3C99_015288
25533	NNNNNN	V3C99_015289
25535	hum-2	V3C99_015297
25536	paf-1	V3C99_015300
25537	paf-2	V3C99_015300
25538	parp-1	V3C99_015302
25540	pgap-3	V3C99_015303
25541	jamp-1	V3C99_015304
25542	seip-1	V3C99_015305
25544	crls-1	V3C99_015308
25545	NNNNNN	V3C99_015309
25546	NNNNNN	V3C99_015310
25547	NNNNNN	V3C99_015311
25548	enpp-1	V3C99_015312
25549	C27A7.3	V3C99_015312
25554	best-14	V3C99_015316
25557	C01B4.6	V3C99_015326
25558	Y19D10A.16	V3C99_015326
25559	NNNNNN	V3C99_015327
25560	emb-27	V3C99_015330
25562	F36D4.5	V3C99_015334
25563	dmd-3	V3C99_015335
25564	B0507.2	V3C99_015337
25565	eif-3.K	V3C99_015340
25566	mpst-7	V3C99_015341
25567	mpst-7	V3C99_015345
25568	eif-3.K	V3C99_015346
25569	NNNNNN	V3C99_015347
25570	bus-17	V3C99_015349
25571	pqn-68	V3C99_015351
25573	NNNNNN	V3C99_015354
25574	daam-1	V3C99_015355
25577	ttbk-7	V3C99_015359
25578	Y41E3.7	V3C99_015360
25580	acr-15	V3C99_015363
25582	acr-16	V3C99_015365
25583	NNNNNN	V3C99_015366
25586	eef-1G	V3C99_015370
25587	ctf-4	V3C99_015371
25588	NNNNNN	V3C99_015372
25591	ech-2	V3C99_015377
25592	NNNNNN	V3C99_015381
25593	NNNNNN	V3C99_015382
25594	sftb-2	V3C99_015386
25596	W03F9.1	V3C99_015387
25599	acl-2	V3C99_015392
25600	NNNNNN	V3C99_015394
25602	NNNNNN	V3C99_015397
25603	unc-39	V3C99_015398
25607	Y49A3A.3	V3C99_015410
25608	cept-2	V3C99_015411
25609	hsp-17	V3C99_015412
25610	parn-1	V3C99_015413
25611	krr-1	V3C99_015415
25612	vab-15	V3C99_015419
25614	NNNNNN	V3C99_015424
25616	prx-1	V3C99_015427
25617	NNNNNN	V3C99_015430
25618	pptr-2	V3C99_015433
25619	NNNNNN	V3C99_015434
25620	NNNNNN	V3C99_015435
25621	NNNNNN	V3C99_015436
25622	ints-9	V3C99_015437
25623	swan-1	V3C99_015447
25624	swan-2	V3C99_015448
25625	snu-66	V3C99_015449
25627	NNNNNN	V3C99_015451
25629	NNNNNN	V3C99_015454
25630	nphp-2	V3C99_015455
25631	NNNNNN	V3C99_015456
25633	nphp-2	V3C99_015459
25634	NNNNNN	V3C99_015460
25640	unc-34	V3C99_015463
25641	rnst-2	V3C99_015464
25645	pygl-1	V3C99_015469
25647	NNNNNN	V3C99_015472
25649	dnj-19	V3C99_015475
25651	NNNNNN	V3C99_015478
25652	hpo-15	V3C99_015481
25653	mms-19	V3C99_015482
25655	NNNNNN	V3C99_015484
25658	glc-3	V3C99_015489
25659	NNNNNN	V3C99_015490
25660	bub-3	V3C99_015492
25661	NNNNNN	V3C99_015493
25662	mrps-12	V3C99_015494
25663	NNNNNN	V3C99_015495
25664	NNNNNN	V3C99_015496
25665	NNNNNN	V3C99_015498
25666	NNNNNN	V3C99_015500
25672	NNNNNN	V3C99_015517
25674	T27E9.2	V3C99_015521
25675	cyl-1	V3C99_015522
25676	NNNNNN	V3C99_015524
25677	mans-2	V3C99_015526
25678	snr-4	V3C99_015527
25679	mif-2	V3C99_015528
25681	NNNNNN	V3C99_015529
25682	NNNNNN	V3C99_015533
25683	let-355	V3C99_015535
25684	unc-62	V3C99_015537
25685	osm-6	V3C99_015538
25690	tmed-12	V3C99_015548
25691	tmed-4	V3C99_015548
25692	gly-4	V3C99_015549
25693	fars-2	V3C99_015550
25694	NNNNNN	V3C99_015551
25695	C37H5.13	V3C99_015552
25697	nex-4	V3C99_015553
25698	NNNNNN	V3C99_015554
25699	NNNNNN	V3C99_015556
25700	NNNNNN	V3C99_015560
25702	NNNNNN	V3C99_015563
25704	NNNNNN	V3C99_015563
25705	NNNNNN	V3C99_015563
25722	NNNNNN	V3C99_015563
25732	NNNNNN	V3C99_015563
25744	NNNNNN	V3C99_015564
25745	NNNNNN	V3C99_015565
25751	NNNNNN	V3C99_015568
25753	eat-6	V3C99_015570
25754	max-1	V3C99_015572
25755	NNNNNN	V3C99_015575
25757	NNNNNN	V3C99_015576
25758	ska-1	V3C99_015578
25759	frm-7	V3C99_015581
25760	NNNNNN	V3C99_015582
25762	NNNNNN	V3C99_015590
25803	zwl-1	V3C99_015592
25805	myo-3	V3C99_015594
25806	sluh-7	V3C99_015595
25807	magu-2	V3C99_015596
25808	NNNNNN	V3C99_015597
25809	NNNNNN	V3C99_015598
25826	NNNNNN	V3C99_015604
25827	bcl-11	V3C99_015607
25829	xbx-1	V3C99_015621
25830	NNNNNN	V3C99_015626
25831	vars-1	V3C99_015630
25832	algn-12	V3C99_015632
25833	glrx-3	V3C99_015634
25834	NNNNNN	V3C99_015635
25836	NNNNNN	V3C99_015636
25837	ZK632.4	V3C99_015637
25842	sptl-3	V3C99_015641
25843	NNNNNN	V3C99_015646
25844	NNNNNN	V3C99_015648
25845	dna-2	V3C99_015650
25846	pes-9	V3C99_015651
25847	NNNNNN	V3C99_015653
25849	ztf-7	V3C99_015656
25850	F46B6.6	V3C99_015657
25852	F46B6.4	V3C99_015659
25853	F46B6.12	V3C99_015660
25854	egl-46	V3C99_015661
25855	NNNNNN	V3C99_015662
25856	Y97E10AL.1	V3C99_015663
25857	NNNNNN	V3C99_015664
25858	NNNNNN	V3C99_015665
25860	klc-2	V3C99_015666
25861	NNNNNN	V3C99_015667
25862	ncx-1	V3C99_015670
25863	sec-23	V3C99_015671
25864	NNNNNN	V3C99_015676
25865	slo-1	V3C99_015680
25866	NNNNNN	V3C99_015681
25867	dre-1	V3C99_015682
25868	abcf-1	V3C99_015684
25869	C54D10.10	V3C99_015685
25870	dop-2	V3C99_015686
25872	Y48G1C.12	V3C99_015688
25873	NNNNNN	V3C99_015691
25874	sti-1	V3C99_015692
25875	lec-12	V3C99_015693
25876	NNNNNN	V3C99_015694
25877	NNNNNN	V3C99_015694
25878	NNNNNN	V3C99_015697
25879	B0207.6	V3C99_015698
25880	mett-10	V3C99_015700
25881	ZK856.5	V3C99_015701
25882	cpz-2	V3C99_015703
25883	ifbp-1	V3C99_015704
25884	zipt-9	V3C99_015705
25885	NNNNNN	V3C99_015706
25886	R186.3	V3C99_015707
25888	NNNNNN	V3C99_015713
25891	NNNNNN	V3C99_015718
25894	NNNNNN	V3C99_015727
25904	NNNNNN	V3C99_015737
25906	NNNNNN	V3C99_015739
25908	snt-5	V3C99_015744
25913	acr-8	V3C99_015748
25917	C56C10.6	V3C99_015753
25918	F54H5.2	V3C99_015753
25935	snt-3	V3C99_015758
25936	unc-112	V3C99_015767
25937	rft-2	V3C99_015768
25938	rft-1	V3C99_015768
25939	NNNNNN	V3C99_015769
25941	NNNNNN	V3C99_015771
25947	ncs-5	V3C99_015775
25950	NNNNNN	V3C99_015777
25951	NNNNNN	V3C99_015778
25952	fut-8	V3C99_015780
25953	NNNNNN	V3C99_015781
25954	gmpr-1	V3C99_015782
25955	NNNNNN	V3C99_015789
25956	T10B5.3	V3C99_015790
25957	slfl-5	V3C99_015792
